game_id,posteam,RushingYards,PassingYards,TotalYards,home_score,away_score,Winner,Win,Q4_RushingYards,Q4_PassingYards,Q4_TotalYards
2023_13_CAR_TB,TB,128,202,330,21,18,TB,1,75,14,89
2023_13_CIN_JAX,CIN,156,347,503,31,34,CIN,1,49,58,107
2023_13_CIN_JAX,JAX,71,321,392,31,34,CIN,0,9,96,105
2023_13_CLE_LA,CLE,87,254,341,36,19,LA,0,46,32,78
2023_13_CLE_LA,LA,120,279,399,36,19,LA,1,22,45,67
2023_13_DEN_HOU,DEN,118,186,304,22,17,HOU,0,38,87,125
2023_13_DEN_HOU,HOU,89,292,381,22,17,HOU,1,8,44,52
2023_13_DET_NO,DET,142,213,355,28,33,DET,1,28,22,50
2023_13_DET_NO,NO,113,267,380,28,33,DET,0,39,71,110
2023_13_IND_TEN,IND,55,312,367,28,31,IND,1,4,10,14
2023_13_IND_TEN,TEN,177,224,401,28,31,IND,0,23,85,108
2023_13_KC_GB,GB,129,267,396,27,19,GB,1,56,80,136
2023_13_KC_GB,KC,148,210,358,27,19,GB,0,12,38,50
2023_13_LAC_NE,LAC,29,212,241,0,6,LAC,1,7,59,66
2023_13_LAC_NE,NE,148,141,289,0,6,LAC,0,50,26,76
2023_13_MIA_WAS,MIA,123,283,406,15,45,MIA,1,68,8,76
2023_13_MIA_WAS,WAS,138,127,265,15,45,MIA,0,16,2,18
2023_13_SEA_DAL,DAL,136,299,435,41,35,DAL,1,64,50,114
2023_13_SEA_DAL,SEA,72,334,406,41,35,DAL,0,16,68,84
2023_13_SF_PHI,PHI,46,314,360,19,42,SF,0,10,118,128
2023_13_SF_PHI,SF,146,314,460,19,42,SF,1,31,76,107
2023_14_BUF_KC,BUF,118,233,351,17,20,BUF,1,16,50,66
2023_14_BUF_KC,KC,82,271,353,17,20,BUF,0,17,61,78
2023_14_CAR_NO,CAR,204,137,341,28,6,NO,0,30,52,82
2023_14_CAR_NO,NO,97,119,216,28,6,NO,1,6,82,88
2023_14_DEN_LAC,DEN,106,224,330,7,24,DEN,1,48,29,77
2023_14_DEN_LAC,LAC,76,275,351,7,24,DEN,0,12,131,143
2023_14_DET_CHI,CHI,142,223,365,28,13,CHI,1,32,15,47
2023_14_DET_CHI,DET,140,161,301,28,13,CHI,0,25,56,81
2023_14_GB_NYG,GB,123,218,341,24,22,NYG,0,26,96,122
2023_14_GB_NYG,NYG,209,158,367,24,22,NYG,1,61,59,120
2023_14_HOU_NYJ,HOU,81,95,176,30,6,NYJ,0,7,18,25
2023_14_HOU_NYJ,NYJ,79,301,380,30,6,NYJ,1,32,68,100
2023_14_IND_CIN,CIN,111,274,385,34,14,CIN,1,37,0,37
2023_14_IND_CIN,IND,46,240,286,34,14,CIN,0,13,99,112
2023_14_JAX_CLE,CLE,82,311,393,31,27,CLE,1,19,55,74
2023_14_JAX_CLE,JAX,58,257,315,31,27,CLE,0,22,115,137
2023_14_LA_BAL,BAL,139,316,455,37,31,BAL,1,23,104,127
2023_14_LA_BAL,LA,128,294,422,37,31,BAL,0,26,118,144
2023_14_MIN_LV,LV,56,171,227,0,3,MIN,0,13,35,48
2023_14_MIN_LV,MIN,132,146,278,0,3,MIN,1,27,83,110
2023_14_NE_PIT,NE,81,240,321,18,21,NE,1,31,20,51
2023_14_NE_PIT,PIT,82,190,272,18,21,NE,0,9,96,105
2023_14_PHI_DAL,DAL,138,271,409,33,13,DAL,1,23,65,88
2023_14_PHI_DAL,PHI,106,225,331,33,13,DAL,0,10,62,72
2023_14_SEA_SF,SEA,70,269,339,28,16,SF,0,17,54,71
2023_14_SEA_SF,SF,173,368,541,28,16,SF,1,28,113,141
2023_14_TB_ATL,ATL,96,347,443,25,29,TB,0,42,161,203
2023_14_TB_ATL,TB,148,144,292,25,29,TB,1,72,56,128
2023_14_TEN_MIA,MIA,158,240,398,27,28,TEN,0,38,86,124
2023_14_TEN_MIA,TEN,83,327,410,27,28,TEN,1,7,138,145
2023_15_ATL_CAR,ATL,52,152,204,9,7,CAR,0,9,27,36
2023_15_ATL_CAR,CAR,129,167,296,9,7,CAR,1,23,68,91
2023_15_BAL_JAX,BAL,251,171,422,7,23,BAL,1,113,4,117
2023_15_BAL_JAX,JAX,75,264,339,7,23,BAL,0,39,24,63
2023_15_CHI_CLE,CHI,88,166,254,20,17,CLE,0,14,45,59
2023_15_CHI_CLE,CLE,29,379,408,20,17,CLE,1,11,212,223
2023_15_DAL_BUF,BUF,266,94,360,31,10,BUF,1,57,17,74
2023_15_DAL_BUF,DAL,89,134,223,31,10,BUF,0,28,75,103
2023_15_DEN_DET,DEN,83,223,306,42,17,DET,0,41,66,107
2023_15_DEN_DET,DET,185,278,463,42,17,DET,1,61,34,95
2023_15_HOU_TEN,HOU,148,229,377,16,19,HOU,1,40,71,111
2023_15_HOU_TEN,TEN,66,199,265,16,19,HOU,0,26,38,64
2023_15_KC_NE,KC,43,309,352,17,27,KC,1,7,37,44
2023_15_KC_NE,NE,52,180,232,17,27,KC,0,28,17,45
2023_15_LAC_LV,LAC,92,257,349,63,21,LV,0,56,70,126
2023_15_LAC_LV,LV,124,260,384,63,21,LV,1,11,7,18
2023_15_MIN_CIN,CIN,80,324,404,27,24,CIN,1,21,140,161
2023_15_MIN_CIN,MIN,143,303,446,27,24,CIN,0,48,41,89
2023_15_NYG_NO,NO,87,218,305,24,6,NO,1,26,18,44
2023_15_NYG_NO,NYG,60,190,250,24,6,NO,0,8,104,112
2023_15_NYJ_MIA,MIA,77,228,305,30,0,MIA,1,34,3,37
2023_15_NYJ_MIA,NYJ,23,136,159,30,0,MIA,0,6,59,65
2023_15_PHI_SEA,PHI,178,143,321,20,17,SEA,0,50,25,75
2023_15_PHI_SEA,SEA,100,208,308,20,17,SEA,1,10,112,122
2023_15_PIT_IND,IND,170,215,385,30,13,IND,1,65,0,65
2023_15_PIT_IND,PIT,74,172,246,30,13,IND,0,13,42,55
2023_15_SF_ARI,ARI,234,211,445,29,45,SF,0,75,78,153
2023_15_SF_ARI,SF,144,262,406,29,45,SF,1,56,39,95
2023_15_TB_GB,GB,60,284,344,20,34,TB,0,15,89,104
2023_15_TB_GB,TB,99,381,480,20,34,TB,1,48,63,111
2023_15_WAS_LA,LA,196,258,454,28,20,LA,1,52,45,97
2023_15_WAS_LA,WAS,79,226,305,28,20,LA,0,7,124,131
2023_16_ARI_CHI,ARI,93,230,323,27,16,CHI,0,24,114,138
2023_16_ARI_CHI,CHI,250,170,420,27,16,CHI,1,84,12,96
2023_16_BAL_SF,BAL,102,252,354,19,33,BAL,1,29,2,31
2023_16_BAL_SF,SF,121,336,457,19,33,BAL,0,10,147,157
2023_16_BUF_LAC,BUF,105,237,342,22,24,BUF,1,27,51,78
2023_16_BUF_LAC,LAC,98,215,313,22,24,BUF,0,4,79,83
2023_16_CIN_PIT,CIN,59,335,394,34,11,PIT,0,29,28,57
2023_16_CIN_PIT,PIT,113,290,403,34,11,PIT,1,30,11,41
2023_16_CLE_HOU,CLE,54,374,428,22,36,CLE,1,10,36,46
2023_16_CLE_HOU,HOU,72,211,283,22,36,CLE,0,8,144,152
2023_16_DAL_MIA,DAL,97,253,350,22,20,MIA,0,45,62,107
2023_16_DAL_MIA,MIA,91,293,384,22,20,MIA,1,25,31,56
2023_16_DET_MIN,DET,143,257,400,24,30,DET,1,21,38,59
2023_16_DET_MIN,MIN,17,411,428,24,30,DET,0,2,146,148
2023_16_GB_CAR,CAR,96,312,408,30,33,GB,0,13,177,190
2023_16_GB_CAR,GB,162,219,381,30,33,GB,1,12,60,72
2023_16_IND_ATL,ATL,177,229,406,29,10,ATL,1,46,6,52
2023_16_IND_ATL,IND,92,201,293,29,10,ATL,0,14,82,96
2023_16_JAX_TB,JAX,37,305,342,30,12,TB,0,6,94,100
2023_16_JAX_TB,TB,70,283,353,30,12,TB,1,11,45,56
2023_16_LV_KC,KC,85,246,331,14,20,LV,0,19,117,136
2023_16_LV_KC,LV,157,62,219,14,20,LV,1,79,0,79
2023_16_NE_DEN,DEN,83,238,321,23,26,NE,0,14,154,168
2023_16_NE_DEN,NE,59,256,315,23,26,NE,1,13,41,54
2023_16_NO_LA,LA,133,328,461,30,22,LA,1,21,51,72
2023_16_NO_LA,NO,35,319,354,30,22,LA,0,7,103,110
2023_16_NYG_PHI,NYG,106,188,294,33,25,PHI,0,19,123,142
2023_16_NYG_PHI,PHI,170,301,471,33,25,PHI,1,84,77,161
2023_16_SEA_TEN,SEA,58,227,285,17,20,SEA,1,8,82,90
2023_16_SEA_TEN,TEN,162,164,326,17,20,SEA,0,21,79,100
2023_16_WAS_NYJ,NYJ,164,217,381,30,28,NYJ,1,10,63,73
2023_16_WAS_NYJ,WAS,102,156,258,30,28,NYJ,0,47,75,122
2023_17_ARI_PHI,ARI,221,232,453,31,35,ARI,1,50,68,118
2023_17_ARI_PHI,PHI,91,184,275,31,35,ARI,0,31,48,79
2023_17_ATL_CHI,ATL,134,180,314,37,17,CHI,0,53,27,80
2023_17_ATL_CHI,CHI,192,268,460,37,17,CHI,1,70,35,105
2023_17_CAR_JAX,CAR,57,112,169,26,0,JAX,0,3,59,62
2023_17_CAR_JAX,JAX,155,178,333,26,0,JAX,1,34,0,34
2023_17_CIN_KC,CIN,104,197,301,25,17,KC,0,2,46,48
2023_17_CIN_KC,KC,132,245,377,25,17,KC,1,30,14,44
2023_17_DET_DAL,DAL,61,345,406,20,19,DAL,1,25,95,120
2023_17_DET_DAL,DET,125,302,427,20,19,DAL,0,2,166,168
2023_17_GB_MIN,GB,177,293,470,10,33,GB,1,50,65,115
2023_17_GB_MIN,MIN,67,180,247,10,33,GB,0,7,52,59
2023_17_LAC_DEN,DEN,101,224,325,16,9,DEN,1,7,30,37
2023_17_LAC_DEN,LAC,86,220,306,16,9,DEN,0,10,70,80
2023_17_LA_NYG,LA,105,317,422,25,26,LA,1,55,37,92
2023_17_LA_NYG,NYG,105,319,424,25,26,LA,0,44,85,129
2023_17_LV_IND,IND,134,224,358,23,20,IND,1,74,4,78
2023_17_LV_IND,LV,84,299,383,23,20,IND,0,4,137,141
2023_17_MIA_BAL,BAL,160,340,500,56,19,BAL,1,67,49,116
2023_17_MIA_BAL,MIA,154,237,391,56,19,BAL,0,37,3,40
2023_17_NE_BUF,BUF,127,169,296,27,21,BUF,1,26,39,65
2023_17_NE_BUF,NE,103,209,312,27,21,BUF,0,25,60,85
2023_17_NO_TB,NO,108,208,316,13,23,NO,1,41,20,61
2023_17_NO_TB,TB,57,309,366,13,23,NO,0,0,220,220
2023_17_NYJ_CLE,CLE,127,309,436,37,20,CLE,1,43,6,49
2023_17_NYJ_CLE,NYJ,107,261,368,37,20,CLE,0,7,92,99
2023_17_PIT_SEA,PIT,202,274,476,23,30,PIT,1,39,77,116
2023_17_PIT_SEA,SEA,88,290,378,23,30,PIT,0,1,78,79
2023_17_SF_WAS,SF,184,230,414,10,27,SF,1,56,89,145
2023_17_SF_WAS,WAS,62,169,231,10,27,SF,0,2,15,17
2023_17_TEN_HOU,HOU,111,213,324,26,3,HOU,1,30,10,40
2023_17_TEN_HOU,TEN,53,184,237,26,3,HOU,0,14,38,52
2023_18_ATL_NO,ATL,78,318,396,48,17,NO,0,26,35,61
2023_18_ATL_NO,NO,154,264,418,48,17,NO,1,59,14,73
2023_18_BUF_MIA,BUF,128,359,487,14,21,BUF,1,26,83,109
2023_18_BUF_MIA,MIA,108,173,281,14,21,BUF,0,7,26,33
2023_18_CHI_GB,CHI,75,148,223,17,9,GB,0,13,54,67
2023_18_CHI_GB,GB,124,316,440,17,9,GB,1,20,106,126
2023_18_CLE_CIN,CIN,183,176,359,31,14,CIN,1,-2,17,15
2023_18_CLE_CIN,CLE,104,166,270,31,14,CIN,0,24,111,135
2023_18_DAL_WAS,DAL,131,309,440,10,38,DAL,1,14,73,87
2023_18_DAL_WAS,WAS,50,157,207,10,38,DAL,0,5,19,24
2023_18_DEN_LV,DEN,48,272,320,27,14,LV,0,4,111,115
2023_18_DEN_LV,LV,129,244,373,27,14,LV,1,27,76,103
2023_18_HOU_IND,HOU,60,264,324,19,23,HOU,1,-8,82,74
2023_18_HOU_IND,IND,227,141,368,19,23,HOU,0,25,38,63
2023_18_JAX_TEN,JAX,82,280,362,28,20,TEN,0,16,38,54
2023_18_JAX_TEN,TEN,175,168,343,28,20,TEN,1,3,42,45
2023_18_KC_LAC,KC,123,154,277,12,13,KC,1,67,8,75
2023_18_KC_LAC,LAC,118,258,376,12,13,KC,0,43,80,123
2023_18_LA_SF,LA,109,163,272,20,21,LA,1,36,25,61
2023_18_LA_SF,SF,125,189,314,20,21,LA,0,6,18,24
2023_18_MIN_DET,DET,70,320,390,30,20,DET,1,22,147,169
2023_18_MIN_DET,MIN,89,396,485,30,20,DET,0,8,116,124
2023_18_NYJ_NE,NE,88,88,176,3,17,NYJ,0,31,23,54
2023_18_NYJ_NE,NYJ,185,70,255,3,17,NYJ,1,74,19,93
2023_18_PHI_NYG,NYG,109,311,420,27,10,NYG,1,38,44,82
2023_18_PHI_NYG,PHI,133,203,336,27,10,NYG,0,10,94,104
2023_18_PIT_BAL,BAL,106,146,252,10,17,PIT,0,42,62,104
2023_18_PIT_BAL,PIT,155,152,307,10,17,PIT,1,25,74,99
2023_18_SEA_ARI,ARI,206,262,468,20,21,SEA,0,48,97,145
2023_18_SEA_ARI,SEA,138,189,327,20,21,SEA,1,0,70,70
2023_18_TB_CAR,CAR,131,94,225,0,9,TB,0,38,9,47
2023_18_TB_CAR,TB,113,137,250,0,9,TB,1,63,24,87
2023_19_CLE_HOU,CLE,56,307,363,45,14,HOU,0,25,38,63
2023_19_CLE_HOU,HOU,76,280,356,45,14,HOU,1,19,17,36
2023_19_GB_DAL,DAL,123,403,526,32,48,GB,0,16,210,226
2023_19_GB_DAL,GB,143,272,415,32,48,GB,1,45,3,48
2023_19_LA_DET,DET,79,277,356,24,23,DET,1,7,22,29
2023_19_LA_DET,LA,68,367,435,24,23,DET,0,36,101,137
2023_19_MIA_KC,KC,147,262,409,26,7,KC,1,31,33,64
2023_19_MIA_KC,MIA,76,199,275,26,7,KC,0,14,99,113
2023_19_PHI_TB,PHI,42,250,292,32,9,TB,0,6,59,65
2023_19_PHI_TB,TB,119,337,456,32,9,TB,1,21,78,99
2023_19_PIT_BUF,BUF,179,203,382,31,17,BUF,1,51,22,73
2023_19_PIT_BUF,PIT,106,229,335,31,17,BUF,0,26,68,94
2023_20_GB_SF,GB,136,194,330,24,21,SF,0,62,19,81
2023_20_GB_SF,SF,111,252,363,24,21,SF,1,35,68,103
2023_20_HOU_BAL,BAL,229,152,381,34,10,BAL,1,84,26,110
2023_20_HOU_BAL,HOU,38,175,213,34,10,BAL,0,7,34,41
2023_20_KC_BUF,BUF,170,186,356,24,27,KC,0,14,44,58
2023_20_KC_BUF,KC,146,215,361,24,27,KC,1,40,16,56
2023_20_TB_DET,DET,114,287,401,31,23,DET,1,55,131,186
2023_20_TB_DET,TB,89,349,438,31,23,DET,0,0,90,90
2023_21_DET_SF,DET,182,273,455,34,31,SF,0,14,106,120
2023_21_DET_SF,SF,155,267,422,34,31,SF,1,73,48,121
2023_21_KC_BAL,BAL,81,272,353,10,17,KC,0,20,97,117
2023_21_KC_BAL,KC,89,241,330,10,17,KC,1,13,52,65
2023_22_SF_KC,KC,130,333,463,25,22,KC,1,24,112,136
2023_22_SF_KC,SF,110,276,386,25,22,KC,0,24,57,81
